Cabernet Sauvignon,Merlot,Tempranillo,Syrah,Garnacha Tinta,Pinot Noir,Sangiovese,Bobal,Cabernet Franc,Côt,Monastrell,Mazuelo,Alicante Henri Bouschet,Tribidrag,Montepulciano,Gamay Noir,Cinsaut,Carmenère,Douce Noire,Barbera,Isabella,Blaufränkisch
46555,108483,658,62211,78631,31602,1503,,32327,6100,8754,31760,2607,1,,24095,15930,28,0,,,
